!AIVDM,2,2,5,B,07RCv`p8888888888888880,2*6A

!AIVDM,1,1,,B,16:B7`P0008di1bAt3q4EI:l24b@,0*36

!AIVDM,1,1,,B,B6:ViG00?j;>`QTO30Vu7wdSQP06,0*39

!AIVDM,1,1,,A,16:>acP0018de9fAtD`ss9fn04b@,0*26

!AIVDM,2,1,6,B,C6:>FWP00J;58g4NtgbIusN0V@:LT2MS`00000000000`2P:,0*71

!AIVDM,2,2,6,B,32P0,0*72

	1468042610		!AIVDM,2,1,7,A,569r?AP000009<i8000P4V1@F37336000000000l2P?6500H,0*5D

!AIVDM,2,2,7,A,t8P00000000000000000004,2*0B

!AIVDM,1,1,,A,16:BV9001p`eSl:Ao`adL9vn2<;:,0*5E

!AIVDM,1,1,,A,177B1w00128dL5nAub=;4`hh08?h,0*00

!AIVDM,1,1,,B,16:Wmwi0008d<tlAtJ40001p0000,0*4E

!AIVDM,1,1,,B,16:=K5P01T8e>b4Ar6dtEr4l00RW,0*14

!AIVDM,1,1,,A,D03t=KR<4f02<Hf01HE>fp5I>00,2*2B

!AIVDM,1,1,,B,D03t=Lia8Nfp00N000,4*75

!AIVDO,1,1,,,16;31B50008dtfbAuUBd8Sln04b@,0*38

!AIVDM,1,1,,A,169rB300018eI88Ap:wKe4Dn0<3T,0*29

!AIVDM,1,1,,B,16:>EhPP@18dt3<AuW8KPDfn2@?p,0*6C

!AIVDM,1,1,,A,33eO:60r0n`dQM8AuR6s4H<l80wi,0*25

!AIVDM,1,1,,A,169@9u0P?w<tSF0l4Q@>4?wv0`?p,0*33

!AIVDM,1,1,,B,16:QrkP01I`dripAsor4cSbn2@?s,0*3E

!AIVDM,2,1,8,A,56:VOe400003WP00001<PDpM<tpMUD4qT4pLcWP01AB885k5,0*0C

!AIVDM,2,2,8,A,N5ThCQj0B@0000000000008,2*29

!AIVDM,1,1,,A,168vhr0000`dDTNAsv0s;SQ20d<V,0*1D

!AIVDM,1,1,,A,ENq7F3h1T0W3h54PW3h5WbhHR@@DHhh08r7f`00003v010,4*37

!AIVDM,1,1,,A,16:>Mi0P008d;8bAu7JA5gvn04b@,0*38

!AIVDM,1,1,,A,B6:BmW00Dj;?K=TNvInv7we3QP06,0*60

!AIVDM,1,1,,B,169ikAhP0h`e>chAr25TAOvn2<1J,0*0B

!AIVDM,1,1,,B,16:>W40P@9`dvqNAs?5GmE6l04b@,0*3A

!AIVDM,1,1,,B,16:abc@k00`dvG2AuN700?vt40Ar,0*13

!AIVDM,1,1,,B,B;C@br00DB;JrETMcMK6vOeSQP06,0*4D

!AIVDM,1,1,,A,16:<t2001>8e<ibAr8dUIPVn28@=,0*68

!AIVDM,1,1,,B,B6:bD;@00:;745TNSKJAowe6SP06,0*46

!AIVDM,1,1,,A,16:VFKT0008eFspAs73P001p0000,0*1B

!AIVDM,1,1,,B,1	1468042611		68>>>UP008d<=0AoK9P00Hn1P00,0*07

!AIVDM,1,1,,B,169rEV`000`dEv>ApWBLqGDh0<67,0*5C

!AIVDM,1,1,,B,16:>BV0P00`dJ@PAsQGf4?vn20Rc,0*6E

!AIVDM,1,1,,B,168uIBPP0h`d8`0Aw6d5F42n04b@,0*09

!AIVDM,1,1,,B,38Jv`@5P018e8UpAtaNGl?vl0000,0*02

!AIVDM,1,1,,B,16:VdJEP008dKFhAsE4P00Hn1P00,0*18

!AIVDO,1,1,,,16;31B50008dtffAuUCL8Slp04b@,0*0B

!AIVDM,1,1,,A,B6:aQ6@00J;72<4Nk8iMwwf5oP06,0*01

!AIVDM,1,1,,B,16:CNqP01M8dwQPAshw;oqPn0H@M,0*11

!AIVDM,1,1,,B,15Qo9v001i8dMh`AuqDcT9Bh0@@O,0*4B

!AIVDM,1,1,,A,H6:`16@P4TLtpMTuG3H00000000,2*6F

!AIVDM,1,1,,B,169A@<8P018dsQVAuaWb>gvl04b@,0*62

!AIVDM,1,1,,A,1770>R001>8dIulAuqc4W3dl00S8,0*5D

!AIVDM,1,1,,A,D03t>=iGLNfp00N000,4*56

!AIVDM,1,1,,A,B69FGd00@2;59F4OOoV<ahe3QP06,0*64

!AIVDM,1,1,,B,1775Ij0011`cutPB0a1tCqpV00Sv,0*37

!AIVDM,1,1,,A,16:3v=001g8eClVArg2;Qq:r0p@b,0*46

!AIVDM,1,1,,A,1815<TP01G8e7HHAsAt;Va@p00Sq,0*26

!AIVDM,2,1,9,B,C68uBn000b;?56TOIT800000@bDBcSd0000000000000J1@7,0*1C

!AIVDM,2,2,9,B,RRP0,0*7C

!AIVDM,1,1,,B,15Rdgb001l8dpWdAt?4cf9Hn0@@i,0*2D

!AIVDM,1,1,,B,16:>Q`P01l`epInAq6;;5`pr28@j,0*09

!AIVDM,1,1,,A,177c?A001c`ea>FAnhb<PJ2r0H@m,0*52

	1468042612		!AIVDM,1,1,,A,15CqbH001q`f=6tApa:K2ppr0@@n,0*3C

!AIVDM,1,1,,A,176swm001j8dnbjAtCJKcaHP0H@o,0*24

!AIVDM,1,1,,B,169AKL8P028dt=`AuVb=f?vn08@p,0*06

!AIVDM,1,1,,B,16:>NUP000`d:fvAtbjG7h<p0<80,0*1E

!AIVDM,1,1,,B,168uIGPP@38du;TAsFUd<6dr08@r,0*37

!AIVDM,2,1,0,A,569g:6027Mld8q<f221QDF0htpN222222222221J3:>D55e<,0*34

!AIVDM,2,2,0,A,0CPk`4j0H88888888888880,2*12

!AIVDM,1,1,,A,16:<r7PP018eQ4:At5tLPwvr00SI,0*60

!AIVDM,1,1,,A,19NSCdh01L`e68rAs3>tMJ0r0L>V,0*52

!AIVDM,1,1,,B,16:CFO?P?w<tSF0l4Q@>4?wp0l80,0*37

!AIVDO,1,1,,,16;31B50008dtf`AuUCL8Slr04b@,0*0F

!AIVDM,1,1,,A,16:W?fHP008dJ`0AsMWesOvr2<80,0*38

!AIVDM,1,1,,A,16:V?l0P008d;qFAv>Sh9gvr2@A4,0*41

!AIVDM,1,1,,A,169DVu001V8e3sDAsDl<8qlr08A6,0*4F

!AIVDM,2,1,1,A,577Tg@02:pu5I9L?P00tt<j0<4hTHu8pT400001?GAJBF5l>,0*6F

!AIVDM,2,2,1,A,:JDj0CQp20BH88888888880,2*21

!AIVDM,1,1,,B,H6:W`:U81G3Cifh00000001@D330,0*55

!AIVDM,1,1,,B,169@Wa0P19`dNn0AuLF4FOvr28A9,0*64

!AIVDM,1,1,,A,169WF6001p`dlgrAtKmcd9Ft08A:,0*6F

!AIVDM,1,1,,A,168tsGS001`e2?bArt8um9jF04b@,0*05

!AIVDM,1,1,,A,168u7`PP00`dI?RAppgapgvt2HA<,0*4E

!AIVDM,1,1,,A,B6:l4Ch002;Hi8TO8`=E;wf3QP06,0*2E

!AIVDM,1,1,,A,15QT3D001r`cMe@B39acmaRr08A@,0*17

$AIALR,,,,,*7B

!AIVDM,1,1,,B,19NSJE001e8coUrB1<a5DlHf00RO,0*78

!AIVDM,1,1,,A,B6:@n>P0>j;A>74O;OvpbCeSQP06,0*26

!AIVDM,1,1,,B,16;3TL001t`eFFPArPp4M3`j00Ru,0*56

!AIVDM,1,1,,B,16:>IKEP?w<tSF0l4Q@>4?wv0Tb@,0*2F

!AIVDM,1,1,,A,39NWrwP2QH8dUa`Au;K4ECVj0Pw@,0*5E

	1468042613		!AIVDM,1,1,,A,369r9EQ0008e1JBAtL17qOvs0000,0*55

!AIVDM,1,1,,A,168tsT0P00`dMe0Ar?adQwvr28AN,0*18

!AIVDM,1,1,,B,16:C7CPP0<8dWV2Ato26lwvp08AN,0*08

!AIVDM,1,1,,B,16::4r001C8eWmlAnhREA4>t0L;h,0*5D

!AIVDM,1,1,,A,16:>WTPP3e`d8F@Aw:70E?vr2000,0*3D

!AIVDM,1,1,,B,16K2KkgP?w<tSF0l4Q@>4?vt0d@C,0*40

!AIVDM,1,1,,B,16:>Ef0P1J8dq6lAubRJ9Ovt0hAT,0*1E

!AIVDM,2,1,2,B,569CstP000008eHG@01`PF0P4V0aDr3P0000000Q<HK=:5kn,0*00

!AIVDM,2,2,2,B,o<lj0CQj0B@000000000000,2*3A

!AIVDO,1,1,,,16;31B50008dtffAuUD<8Slt04b@,0*78

!AIVDM,1,1,,A,169L7<801F`doI`At6Q4ikjt0D80,0*64

!AIVDM,1,1,,B,16:>UC`P008e8HDAthiG;2vd04b@,0*27

!AIVDM,1,1,,B,169ACAPP068d:ORAvCbUqOvp0000,0*5E

!AIVDM,1,1,,A,16:3vSP01@`dKF`AsTBtUIpv04b@,0*19

!AIVDM,1,1,,B,36:>Fb1P008ePefAtFBJ4?vp0000,0*19

!AIVDM,1,1,,B,16:I6vPP1;8dkJnAt`osggvp04b@,0*61

!AIVDM,1,1,,A,H6:AB:56>ihhikp00000005H9540,0*38

!AIVDM,1,1,,A,4=LDjh1v1lUSs8dab0B2hoA00<;L,0*58

!AIVDM,1,1,,A,36:>W40P@9`dvqDAs?4WmU<p01q@,0*30

!AIVDM,1,1,,B,36:>Pq001P`eS:0AoE=EQ4Hv02qQ,0*52

!AIVDM,2,1,3,A,C6:KgM03wk?8mP=18D3Q00>RDBM0hc0HNL?1i1111110S2l5,0*06

!AIVDM,2,2,3,A,R2P7,0*12

!AIVDM,1,1,,B,33eO:60qhn`dQJvAuR:;2`8t8000,0*5C

!AIVDM,1,1,,B,H6:lL=@P4uUDp@4000000000000,2*3A

!AIVDM,1,1,,B,16:BeLP01L8dtRPAt31sdIDt00RW,0*18

!AIVDM,1,1,,A,18KwPV001o8deuVAtpEcb9Dr0HB0,0*55

!AIVDM,1,1,,B,B69`FUP0DR;HVj4NiRkPcwfW9P06,0*12

	1468042614		!AIVDM,1,1,,A,18J=Kl001R8e4b`ArsL5FT>r08Ba,0*3B

!AIVDM,1,1,,A,16:>DP`P018dt=JAuW8T6Ovr0?Gl,0*09

!AIVDM,1,1,,A,16:>DlPP008dt`lAuSmq9wvr0@B6,0*1C

!AIVDM,1,1,,A,36:lL=@0008dvw<As=@8@gv00000,0*03

!AIVDM,1,1,,B,B6:l@w@0=R;0ml4P2os7WweSQP06,0*49

!AIVDM,1,1,,B,17bPU0001`8e29rAsOS<Cqlv0L@R,0*55

!AIVDM,1,1,,A,16:>R1P01p`crhTB0kOE?4<v0HB<,0*7E

!AIVDM,1,1,,B,4=LDjh1v1lUSs8dab0B2hoA00H2=,0*57

!AIVDO,1,1,,,16;31B50008dtflAuUDL8Slv04b@,0*00

!AIVDM,1,1,,B,H6:b3F@<QDqUD4sSP0000000000,2*39

!AIVDM,1,1,,A,16:Ws7pP048e0FrAs2SVugvr0<7s,0*2E

!AIVDM,1,1,,B,B6:AvJP0Dj;D944NP>C7Ch7TSP00,0*01

!AIVDM,1,1,,B,16:>Dj8P008dpNDAue;EhOvr0<=A,0*3A

!AIVDM,2,1,4,A,569AK5P000008Tp@000QDUTG<00000000000001?90I=31m@,0*1B

!AIVDM,2,2,4,A,0>SPCRRCQh0000000000004,2*10

!AIVDM,1,1,,A,16:bFUEP008e>s@AtAR000Hv1P00,0*66

!AIVDM,1,1,,B,16:WlahP008djVPAvAgP00Hv1P00,0*54

!AIVDM,2,1,5,A,C6:a<T000:;?gVTNkAD000N0`NL>82hBL6@:L>000000S4P:,0*50

!AIVDM,2,2,5,A,52P0,0*74

!AIVDM,1,1,,B,169AdN0P01`ePQjAnuuQilNr24b@,0*1C

!AIVDM,1,1,,B,169A?=P0028dtlvAsH<;0nS004b@,0*6E

!AIVDM,1,1,,A,B6:VV`@002;1Cs4Oekj45af3QP06,0*6D

!AIVDM,1,1,,B,16:P30001S8eLUTApPedK9qp0<7v,0*67

!AIVDM,1,1,,A,16:rNJ001n`f``8Ap5u:q`k000SN,0*10

	1468042615		!AIVDM,1,1,,B,16TspF00008dQK`Aumn833Op04b@,0*03

!AIVDM,1,1,,A,169AF:P0008dWLpAtdvsQSQ004b@,0*63

!AIVDM,1,1,,B,403t>>Av1lUTO`dWJbAhSMW000S:,0*00

!AIVDM,1,1,,B,16:>WTPP3d`d8G@Aw:`0FOvv2000,0*1E

!AIVDM,1,1,,B,B69`SjP0ER;Aqb4NhuO1NJg3QP06,0*61

!AIVDM,1,1,,B,403t=KAv1lUTO`ei`FAr@2G008Bh,0*6A

!AIVDM,1,1,,A,16:=03PP?w<tSF0l4Q@>4?v00t61,0*79

!AIVDO,1,1,,,16;31B50008dtfrAuUDt8Sm004b@,0*61

!AIVDM,2,1,6,A,C6:`4a@002;5w<4OVoHaGwv0f2M0@NL?0jb2M1iSih00S505,0*39

!AIVDM,2,2,6,A,440P,0*70

!AIVDM,1,1,,A,16:agA0P138d@H0Aua?2f0I01P00,0*4C

!AIVDM,1,1,,B,16:DoR0P0i8dSTlAuCjTlOw02HBt,0*0E

!AIVDM,2,1,7,A,C6:alc0002;2vi4O:Oh03wv0@b2f:Cccb00000000000S2l5,0*16

!AIVDM,2,2,7,A,2RPP,0*71

!AIVDM,2,1,8,B,54`Utjp2AeaL?H8SP015D4qADn0tJ1@PF1<D5<0t4LqEE5l>,0*6E

!AIVDM,2,2,8,B,0FTj0CQj0B@000000000000,2*2D

!AIVDM,1,1,,A,15@sJV001o`eLfRAr@rcO9=008C6,0*4A

!AIVDM,1,1,,A,19NS@=001a`eh<@AqH@;Lq<r08C7,0*03

!AIVDM,1,1,,A,B6:Vfah0AB;3`tTOeNS0OwgW1P06,0*42

!AIVDM,1,1,,B,403t=Kiv1lUTO`eiOLAb3ro00HC:,0*4F

	1468042616		!AIVDM,1,1,,B,369A@F1P018dahFAuq?h;?w00000,0*7C

!AIVDM,1,1,,A,H6:b3FE6=kDBR19hhhh0000qT6=3,0*11

!AIVDM,1,1,,A,169APSPP108e76@ArgwU@TA00Tb@,0*12

!AIVDM,1,1,,B,B69oQ@000J;=gaTO>muqeQN021Mk,0*4F

!AIVDM,1,1,,B,16:cWLUP008dMNPArso00?w21P06,0*58

!AIVDO,1,1,,,16;31B50008dtffAuUE<8Sm204b@,0*3E

!AIVDM,1,1,,B,16:>`<gP008doPhAuokePOw20<<W,0*2E

!AIVDM,1,1,,B,169ALH?P008dmdHAuwDJaOw22D>f,0*24

!AIVDM,1,1,,A,16:WSAHP008eQedAt8pN4?vv04b@,0*55

!AIVDM,1,1,,B,36:>W40P08`dvq<As?37tUE0031@,0*3F

!AIVDM,1,1,,A,37VR;h001B8dHKTAv@T;baE402l1,0*38

!AIVDM,1,1,,B,169>P10P008dF`LApViqsgvl0<8;,0*6C

!AIVDM,1,1,,A,16:`2U@P00`d:VhAvBe>4?w224b@,0*48

!AIVDM,1,1,,B,16:CNUP000`dw:0Atal>43M22DKm,0*77

!AIVDM,1,1,,A,B6:Vf=h002;?I0TNm9`000N021Mk,0*07

!AIVDM,1,1,,B,18KwPV001o8derLAtpQcb9E00D71,0*64

!AIVDM,2,1,9,A,56:QhH000000915B221`PtpN0P4V0<P4pMUDr396E@M;E5n0,0*35

!AIVDM,2,2,9,A,0BB5@CQp25@H88888888880,2*05

!AIVDM,1,1,,B,16:BAoP01c8dFo2AvA@sea?408Ch,0*68

!AIVDM,1,1,,A,15T336001h8eHmLApr	1468042617		m<Kqu00<<7,0*47

!AIVDM,1,1,,B,B6:AtRP0AR;;bH4O8ji9swh7QP06,0*70

!AIVDM,1,1,,B,16:=JP001I`dljfAtA0TWD;20@Cm,0*77

!AIVDM,1,1,,A,16:>K210008dsMPAuaa:VSk22<2C,0*42

!AIVDM,1,1,,B,16:RD`001E8dD:pAvACTWCe40<>n,0*30

!AIVDM,1,1,,A,33eO:60q@n`dQIFAuR<K2H7280w0,0*14

!AIVDM,1,1,,A,16:>FdPP018e1>JAu<ta@?vv0@Ld,0*24

!AIVDM,1,1,,B,1815@d@01W`eSvDAoN1LUJ140@Cu,0*3F

!AIVDM,1,1,,A,16:aqWEP008dnghAshnP00I41P00,0*0C

!AIVDM,1,1,,B,16:R;rP01:8e5F4As0`UP4E40D=J,0*53

!AIVDO,1,1,,,16;31B50008dtffAuUEt8Sm404b@,0*70

!AIVDM,1,1,,A,B6:VLOh0DB;6dw4ORT:rWwhV1P06,0*31

!AIVDM,2,1,0,A,56K2KkP2CPd40000000R1W3322222222222222002PD::40H,0*00

!AIVDM,2,2,0,A,t0000000000000000000000,2*60

!AIVDM,1,1,,A,16:aKBi0028dsR8AtfIh001p0000,0*5E

!AIVDM,1,1,,B,19NWrwP1iH8dUhlAu;74Eka00pD;,0*30

!AIVDM,1,1,,A,H6:WtEA8DqUD4s7H00000000000,2*53

!AIVDM,1,1,,B,16:V6;@P018dMMhArq4P00I41P00,0*5C

!AIVDM,1,1,,A,16:LPL00078dvrpAs>FWvD;00L6c,0*69

!AIVDM,1,1,,B,H6:b3FE6=kDBR19hhhh0000qT6=3,0*12

!AIVDM,1,1,,A,16:>VSPP008dJ=HApr1Pb?w428DF,0*77

	1468042618		!AIVDM,1,1,,A,1815Bt0020`eGC8Aq2WdHaq40D<N,0*7D

!AIVDM,1,1,,A,16:BcEP01S8dAqPAvH8DaSQ420SF,0*02

!AIVDM,1,1,,B,B69`H4P0DB;De?TNKgw8?wi79P06,0*37

!AIVDM,1,1,,A,169AOdPP18`eMk@ArNabkOw42D4M,0*0E

!AIVDM,1,1,,B,403t>=1v1lUTR`bgt@Apig7008DN,0*47

!AIVDM,1,1,,A,B6:cuQP00:;2bK4O;jRFCwi6SP06,0*35

!AIVDM,1,1,,B,168uBuPP008dg4RAt;<`1Ow00@Jt,0*20

!AIVDM,1,1,,B,169r::0P078e1u>At=24Aww400S9,0*38

!AIVDM,1,1,,A,B69Cj@P0CB;A5@4Nm?k5JMi3QP06,0*40

!AIVDM,1,1,,A,16:aWF@0188d=DhAtD<L:agp0000,0*12

!AIVDO,1,1,,,16;31B50008dtffAuUF<8Sm604b@,0*39

!AIVDM,1,1,,B,169L7P0P1@8e?0jAr8udP?w428D5,0*54

!AIVDM,1,1,,B,162??iP01`8e9GpArrF=Q:w00<<P,0*6D

!AIVDM,1,1,,A,16:iv`0P008dI40AskM86nOp0000,0*5E

!AIVDM,1,1,,B,403t=K1v1lUTR`gTjhAvds700<8H,0*53

!AIVDM,1,1,,A,16:>OE0P00`d?JhAtAiP0?w7r@Di,0*4B

!AIVDM,1,1,,B,16:F4BPP008dFPBApUrP0?w60l80,0*7C

!AIVDM,1,1,,B,16:>K210008dsMPAuaa:VSq628Dn,0*00

!AIVDM,1,1,,B,36:oCB5wh0`cpArB0MFcKqa80DuJ,0*1C

!AIVDM,1,1,,B,403t>=iv1lUTR`dr0@AnOcW008Dp,0*2A

!AIVDM,1,1,,A,16TO4V000>8dW:lAtpQ774=200Rt,0*02

!AIVDM,1,1,,B,16:QhH001<`dQH<AuN8TOSa408Dq,0*27

!AIVDM,1,1,,A,16970=PP0u8e:K@ArH	1468042619		;m;gw40ePJ,0*76

!AIVDM,1,1,,B,403t>=Qv1lUTS`cptbAstCG000S:,0*33

!AIVDM,1,1,,A,15CcwH001N8ebBdAni@tNaw808E1,0*35

!AIVDM,1,1,,A,16:V=6000h8d8u`Ap=U8uW;p0000,0*67

!AIVDM,1,1,,B,B6:cuQP00:;2bK4O;jRFCwiVSP06,0*56

!AIVDM,1,1,,A,H68ttdPP4UQDs373;H000000000,2*75

!AIVDM,1,1,,A,19t6RnP01W8de`:AttvKfaK804b@,0*1B

!AIVDM,1,1,,A,16:=K5P01T8e>ShAr7JdFJ3808E7,0*52

!AIVDO,1,1,,,16;31B50008dtfPAuUFd8Sm804b@,0*59

!AIVDM,1,1,,B,169CHDPP1>8dhr0Atiacagw82D81,0*45

!AIVDM,1,1,,A,1815<c001m`caB6B2;TlhCi80<?b,0*66

!AIVDM,1,1,,A,16:I`n0P1J8eblfAqcA;Qa940PT7,0*65

!AIVDM,1,1,,B,16:BV9001p`eSdpAoaQdKb1:2L;<,0*17

!AIVDM,1,1,,B,H68ttdPP4UQDs373;H000000000,2*76

!AIVDM,1,1,,A,16:IBWPP1B8eDQtAqNvdE?wp0@EB,0*6E

!AIVDM,1,1,,B,B2??aH@0>j;@4D4Nt<bhkh:4SP00,0*65

!AIVDM,1,1,,A,39NWrwPvQJ8dUiLAu;74ICa20P00,0*14

!AIVDM,1,1,,B,16:BjrP01=`dlbpAt?BDa3e82@EG,0*27

!AIVDM,1,1,,B,H6:WtEA8DqUD4s7H00000000000,2*50

!AIVDM,1,1,,A,4=LDjh1v1lUSs8dab0B2hoA0085J,0*54

!AIVDM,1,1,,B,36:BW2Q0028dlffAtm>f12s:0DuJ,0*6F

!AIVDM,1,1,,B,168uBpPP02`dg4hAt;I>4?w82<;t,0*1C

!AIVDM,1,1,,A,16:CNqP01M8dwJ0AsiO;naQ800SH,0*78

!AIVDM,1,1,,B,16UAK@001n8cSPPB2g	1468042620		w;k9U804b@,0*28

!AIVDM,1,1,,A,16:>W40P08`dvq>As?2`6mC80D=L,0*69

!AIVDM,1,1,,A,16:>EhPP@38dt32AuW9s>lM:2@EU,0*3C

!AIVDM,2,1,1,B,569LB80000009Dth000`T61PTpN37L00000000001qD881ld,0*36

!AIVDM,2,2,1,B,08lj0CQp20B@00000000004,2*7E

!AIVDM,1,1,,A,16:>BV0P00`dJ@PAsQH>4?w82@EW,0*3E

!AIVDM,1,1,,A,16:=t8PP008eQ6hAtGD:FOw800SJ,0*6B

!AIVDM,1,1,,B,177B1w00118dKwVAub>;0Hi40<72,0*59

!AIVDM,1,1,,B,168uGW5P00`dMr0Ar<1VRPM804b@,0*28

!AIVDM,1,1,,B,4=LDjh1v1lUSs8dab0B2hoA00D;L,0*23

!AIVDM,1,1,,A,169A@<8P018dsQ`AuaUoJww60>2g,0*1A

!AIVDM,1,1,,B,169rB300018eI8@Ap:vse4E:0HEh,0*00

!AIVDO,1,1,,,16;31B50008dtfDAuUG<8Sm:04b@,0*16

!AIVDM,1,1,,A,168ttU?0018e2NtArqasel1:0<;T,0*26

!AIVDM,1,1,,B,1815E1U0?w<tSF0l4Q@>43cv0pED,0*38

!AIVDM,1,1,,A,16:>>40P00`eQlFAtlsj7ww40<Aa,0*5E

!AIVDM,1,1,,A,177k4L001;`e6=0As>mDiCm<20S>,0*01

!AIVDM,1,1,,A,16:QrkP01I8drqjAsoK4ckc:0L80,0*79

!AIVDM,1,1,,B,33eO:60pho`dQG8AuR@;3H1:80tQ,0*2E

!AIVDM,1,1,,A,169ikAhP0h`e>hhAr1rTBOw:2@Et,0*27

!AIVDM,1,1,,B,B69`AKP0Bj;=>o4O9A6sVFB3QP06,0*3D

!AIVDM,1,1,,A,15Rdgb001l8dpOTAt?U;f9I600Sf,0*0A

!AIVDM,1,1,,A,B69`AKP0Bj;=>o4O9A6sVFB3QP06,0*3E

!AIVDM,1,1,,B,16:IN>0P00`cFe@B2WR>4?w:20SB,0*3F

!AIVDM,1,1,,A,16:abc@k00`dvFnAuN4P0?w@40Gi,0*06

!AIVDM,1,1,,A,16:VdJEP008dKFhAsE4P00I:1P00,0*4E

!AIVDM,1,1,,A,39NSBv5001`e5CTAtop`OCg60000,0*31

